"","continent","country","lifeExp","year"
"1394","Africa","Somalia",34.977,1957
"1395","Africa","Somalia",36.981,1962
"1396","Africa","Somalia",38.977,1967
"1397","Africa","Somalia",40.973,1972
"1398","Africa","Somalia",41.974,1977
"1399","Africa","Somalia",42.955,1982
"1400","Africa","Somalia",44.501,1987
"1401","Africa","Somalia",39.658,1992
"1402","Africa","Somalia",43.795,1997
"1403","Africa","Somalia",45.936,2002
"1404","Africa","Somalia",48.159,2007
"1405","Africa","South Africa",45.009,1952
"1406","Africa","South Africa",47.985,1957
"1407","Africa","South Africa",49.951,1962
"1408","Africa","South Africa",51.927,1967
"1409","Africa","South Africa",53.696,1972
"1410","Africa","South Africa",55.527,1977
"1411","Africa","South Africa",58.161,1982
"1412","Africa","South Africa",60.834,1987
"1413","Africa","South Africa",61.888,1992
"1414","Africa","South Africa",60.236,1997
"1415","Africa","South Africa",53.365,2002
"1416","Africa","South Africa",49.339,2007
"1417","Europe","Spain",64.94,1952
"1418","Europe","Spain",66.66,1957
"1419","Europe","Spain",69.69,1962
"1420","Europe","Spain",71.44,1967
"1421","Europe","Spain",73.06,1972
"1422","Europe","Spain",74.39,1977
"1423","Europe","Spain",76.3,1982
"1424","Europe","Spain",76.9,1987
"1425","Europe","Spain",77.57,1992
"1426","Europe","Spain",78.77,1997
"1427","Europe","Spain",79.78,2002
"1428","Europe","Spain",80.941,2007
"1429","Asia","Sri Lanka",57.593,1952
"1430","Asia","Sri Lanka",61.456,1957
"1431","Asia","Sri Lanka",62.192,1962
"1432","Asia","Sri Lanka",64.266,1967
"1433","Asia","Sri Lanka",65.042,1972
"1434","Asia","Sri Lanka",65.949,1977
"1435","Asia","Sri Lanka",68.757,1982
"1436","Asia","Sri Lanka",69.011,1987
"1437","Asia","Sri Lanka",70.379,1992
"1438","Asia","Sri Lanka",70.457,1997
"1439","Asia","Sri Lanka",70.815,2002
"1440","Asia","Sri Lanka",72.396,2007
"1441","Africa","Sudan",38.635,1952
"1442","Africa","Sudan",39.624,1957
"1443","Africa","Sudan",40.87,1962
"1444","Africa","Sudan",42.858,1967
"1445","Africa","Sudan",45.083,1972
"1446","Africa","Sudan",47.8,1977
"1447","Africa","Sudan",50.338,1982
"1448","Africa","Sudan",51.744,1987
"1449","Africa","Sudan",53.556,1992
"1450","Africa","Sudan",55.373,1997
"1451","Africa","Sudan",56.369,2002
"1452","Africa","Sudan",58.556,2007
"1453","Africa","Swaziland",41.407,1952
"1454","Africa","Swaziland",43.424,1957
"1455","Africa","Swaziland",44.992,1962
"1456","Africa","Swaziland",46.633,1967
"1457","Africa","Swaziland",49.552,1972
"1458","Africa","Swaziland",52.537,1977
"1459","Africa","Swaziland",55.561,1982
"1460","Africa","Swaziland",57.678,1987
"1461","Africa","Swaziland",58.474,1992
"1462","Africa","Swaziland",54.289,1997
"1463","Africa","Swaziland",43.869,2002
"1464","Africa","Swaziland",39.613,2007
"1465","Europe","Sweden",71.86,1952
"1466","Europe","Sweden",72.49,1957
"1467","Europe","Sweden",73.37,1962
"1468","Europe","Sweden",74.16,1967
"1469","Europe","Sweden",74.72,1972
"1470","Europe","Sweden",75.44,1977
"1471","Europe","Sweden",76.42,1982
"1472","Europe","Sweden",77.19,1987
"1473","Europe","Sweden",78.16,1992
"1474","Europe","Sweden",79.39,1997
"1475","Europe","Sweden",80.04,2002
"1476","Europe","Sweden",80.884,2007
"1477","Europe","Switzerland",69.62,1952
"1478","Europe","Switzerland",70.56,1957
"1479","Europe","Switzerland",71.32,1962
"1480","Europe","Switzerland",72.77,1967
"1481","Europe","Switzerland",73.78,1972
"1482","Europe","Switzerland",75.39,1977
"1483","Europe","Switzerland",76.21,1982
"1484","Europe","Switzerland",77.41,1987
"1485","Europe","Switzerland",78.03,1992
"1486","Europe","Switzerland",79.37,1997
"1487","Europe","Switzerland",80.62,2002
"1488","Europe","Switzerland",81.701,2007
"1489","Asia","Syria",45.883,1952
"1490","Asia","Syria",48.284,1957
"1491","Asia","Syria",50.305,1962
"1492","Asia","Syria",53.655,1967
"1493","Asia","Syria",57.296,1972
"1494","Asia","Syria",61.195,1977
"1495","Asia","Syria",64.59,1982
"1496","Asia","Syria",66.974,1987
"1497","Asia","Syria",69.249,1992
"1498","Asia","Syria",71.527,1997
"1499","Asia","Syria",73.053,2002
"1500","Asia","Syria",74.143,2007
"1501","Asia","Taiwan",58.5,1952
"1502","Asia","Taiwan",62.4,1957
"1503","Asia","Taiwan",65.2,1962
"1504","Asia","Taiwan",67.5,1967
"1505","Asia","Taiwan",69.39,1972
"1506","Asia","Taiwan",70.59,1977
"1507","Asia","Taiwan",72.16,1982
"1508","Asia","Taiwan",73.4,1987
"1509","Asia","Taiwan",74.26,1992
"1510","Asia","Taiwan",75.25,1997
"1511","Asia","Taiwan",76.99,2002
"1512","Asia","Taiwan",78.4,2007
"1513","Africa","Tanzania",41.215,1952
"1514","Africa","Tanzania",42.974,1957
"1515","Africa","Tanzania",44.246,1962
"1516","Africa","Tanzania",45.757,1967
"1517","Africa","Tanzania",47.62,1972
"1518","Africa","Tanzania",49.919,1977
"1519","Africa","Tanzania",50.608,1982
"1520","Africa","Tanzania",51.535,1987
"1521","Africa","Tanzania",50.44,1992
"1522","Africa","Tanzania",48.466,1997
"1523","Africa","Tanzania",49.651,2002
"1524","Africa","Tanzania",52.517,2007
"1525","Asia","Thailand",50.848,1952
"1526","Asia","Thailand",53.63,1957
"1527","Asia","Thailand",56.061,1962
"1528","Asia","Thailand",58.285,1967
"1529","Asia","Thailand",60.405,1972
"1530","Asia","Thailand",62.494,1977
"1531","Asia","Thailand",64.597,1982
"1532","Asia","Thailand",66.084,1987
"1533","Asia","Thailand",67.298,1992
"1534","Asia","Thailand",67.521,1997
"1535","Asia","Thailand",68.564,2002
"1536","Asia","Thailand",70.616,2007
"1537","Africa","Togo",38.596,1952
"1538","Africa","Togo",41.208,1957
"1539","Africa","Togo",43.922,1962
"1540","Africa","Togo",46.769,1967
"1541","Africa","Togo",49.759,1972
"1542","Africa","Togo",52.887,1977
"1543","Africa","Togo",55.471,1982
"1544","Africa","Togo",56.941,1987
"1545","Africa","Togo",58.061,1992
"1546","Africa","Togo",58.39,1997
"1547","Africa","Togo",57.561,2002
"1548","Africa","Togo",58.42,2007
"1549","Americas","Trinidad and Tobago",59.1,1952
"1550","Americas","Trinidad and Tobago",61.8,1957
"1551","Americas","Trinidad and Tobago",64.9,1962
"1552","Americas","Trinidad and Tobago",65.4,1967
"1553","Americas","Trinidad and Tobago",65.9,1972
"1554","Americas","Trinidad and Tobago",68.3,1977
"1555","Americas","Trinidad and Tobago",68.832,1982
"1556","Americas","Trinidad and Tobago",69.582,1987
"1557","Americas","Trinidad and Tobago",69.862,1992
"1558","Americas","Trinidad and Tobago",69.465,1997
"1559","Americas","Trinidad and Tobago",68.976,2002
"1560","Americas","Trinidad and Tobago",69.819,2007
"1561","Africa","Tunisia",44.6,1952
"1562","Africa","Tunisia",47.1,1957
"1563","Africa","Tunisia",49.579,1962
"1564","Africa","Tunisia",52.053,1967
"1565","Africa","Tunisia",55.602,1972
"1566","Africa","Tunisia",59.837,1977
"1567","Africa","Tunisia",64.048,1982
"1568","Africa","Tunisia",66.894,1987
"1569","Africa","Tunisia",70.001,1992
"1570","Africa","Tunisia",71.973,1997
"1571","Africa","Tunisia",73.042,2002
"1572","Africa","Tunisia",73.923,2007
"1573","Europe","Turkey",43.585,1952
"1574","Europe","Turkey",48.079,1957
"1575","Europe","Turkey",52.098,1962
"1576","Europe","Turkey",54.336,1967
"1577","Europe","Turkey",57.005,1972
"1578","Europe","Turkey",59.507,1977
"1579","Europe","Turkey",61.036,1982
"1580","Europe","Turkey",63.108,1987
"1581","Europe","Turkey",66.146,1992
"1582","Europe","Turkey",68.835,1997
"1583","Europe","Turkey",70.845,2002
"1584","Europe","Turkey",71.777,2007
"1585","Africa","Uganda",39.978,1952
"1586","Africa","Uganda",42.571,1957
"1587","Africa","Uganda",45.344,1962
"1588","Africa","Uganda",48.051,1967
"1589","Africa","Uganda",51.016,1972
"1590","Africa","Uganda",50.35,1977
"1591","Africa","Uganda",49.849,1982
"1592","Africa","Uganda",51.509,1987
"1593","Africa","Uganda",48.825,1992
"1594","Africa","Uganda",44.578,1997
"1595","Africa","Uganda",47.813,2002
"1596","Africa","Uganda",51.542,2007
"1597","Europe","United Kingdom",69.18,1952
"1598","Europe","United Kingdom",70.42,1957
"1599","Europe","United Kingdom",70.76,1962
"1600","Europe","United Kingdom",71.36,1967
"1601","Europe","United Kingdom",72.01,1972
"1602","Europe","United Kingdom",72.76,1977
"1603","Europe","United Kingdom",74.04,1982
"1604","Europe","United Kingdom",75.007,1987
"1605","Europe","United Kingdom",76.42,1992
"1606","Europe","United Kingdom",77.218,1997
"1607","Europe","United Kingdom",78.471,2002
"1608","Europe","United Kingdom",79.425,2007
"1609","Americas","United States",68.44,1952
"1610","Americas","United States",69.49,1957
"1611","Americas","United States",70.21,1962
"1612","Americas","United States",70.76,1967
"1613","Americas","United States",71.34,1972
"1614","Americas","United States",73.38,1977
"1615","Americas","United States",74.65,1982
"1616","Americas","United States",75.02,1987
"1617","Americas","United States",76.09,1992
"1618","Americas","United States",76.81,1997
"1619","Americas","United States",77.31,2002
"1620","Americas","United States",78.242,2007
"1621","Americas","Uruguay",66.071,1952
"1622","Americas","Uruguay",67.044,1957
"1623","Americas","Uruguay",68.253,1962
"1624","Americas","Uruguay",68.468,1967
"1625","Americas","Uruguay",68.673,1972
"1626","Americas","Uruguay",69.481,1977
"1627","Americas","Uruguay",70.805,1982
"1628","Americas","Uruguay",71.918,1987
"1629","Americas","Uruguay",72.752,1992
"1630","Americas","Uruguay",74.223,1997
"1631","Americas","Uruguay",75.307,2002
"1632","Americas","Uruguay",76.384,2007
"1633","Americas","Venezuela",55.088,1952
"1634","Americas","Venezuela",57.907,1957
"1635","Americas","Venezuela",60.77,1962
"1636","Americas","Venezuela",63.479,1967
"1637","Americas","Venezuela",65.712,1972
"1638","Americas","Venezuela",67.456,1977
"1639","Americas","Venezuela",68.557,1982
"1640","Americas","Venezuela",70.19,1987
"1641","Americas","Venezuela",71.15,1992
"1642","Americas","Venezuela",72.146,1997
"1643","Americas","Venezuela",72.766,2002
"1644","Americas","Venezuela",73.747,2007
"1645","Asia","Vietnam",40.412,1952
"1646","Asia","Vietnam",42.887,1957
"1647","Asia","Vietnam",45.363,1962
"1648","Asia","Vietnam",47.838,1967
"1649","Asia","Vietnam",50.254,1972
"1650","Asia","Vietnam",55.764,1977
"1651","Asia","Vietnam",58.816,1982
"1652","Asia","Vietnam",62.82,1987
"1653","Asia","Vietnam",67.662,1992
"1654","Asia","Vietnam",70.672,1997
"1655","Asia","Vietnam",73.017,2002
"1656","Asia","Vietnam",74.249,2007
"1657","Asia","West Bank and Gaza",43.16,1952
"1658","Asia","West Bank and Gaza",45.671,1957
"1659","Asia","West Bank and Gaza",48.127,1962
"1660","Asia","West Bank and Gaza",51.631,1967
"1661","Asia","West Bank and Gaza",56.532,1972
"1662","Asia","West Bank and Gaza",60.765,1977
"1663","Asia","West Bank and Gaza",64.406,1982
"1664","Asia","West Bank and Gaza",67.046,1987
"1665","Asia","West Bank and Gaza",69.718,1992
"1666","Asia","West Bank and Gaza",71.096,1997
"1667","Asia","West Bank and Gaza",72.37,2002
"1668","Asia","West Bank and Gaza",73.422,2007
"1669","Asia","Yemen, Rep.",32.548,1952
"1670","Asia","Yemen, Rep.",33.97,1957
"1671","Asia","Yemen, Rep.",35.18,1962
"1672","Asia","Yemen, Rep.",36.984,1967
"1673","Asia","Yemen, Rep.",39.848,1972
"1674","Asia","Yemen, Rep.",44.175,1977
"1675","Asia","Yemen, Rep.",49.113,1982
"1676","Asia","Yemen, Rep.",52.922,1987
"1677","Asia","Yemen, Rep.",55.599,1992
"1678","Asia","Yemen, Rep.",58.02,1997
"1679","Asia","Yemen, Rep.",60.308,2002
"1680","Asia","Yemen, Rep.",62.698,2007
"1681","Africa","Zambia",42.038,1952
"1682","Africa","Zambia",44.077,1957
"1683","Africa","Zambia",46.023,1962
"1684","Africa","Zambia",47.768,1967
"1685","Africa","Zambia",50.107,1972
"1686","Africa","Zambia",51.386,1977
"1687","Africa","Zambia",51.821,1982
"1688","Africa","Zambia",50.821,1987
"1689","Africa","Zambia",46.1,1992
"1690","Africa","Zambia",40.238,1997
"1691","Africa","Zambia",39.193,2002
"1692","Africa","Zambia",42.384,2007
"1693","Africa","Zimbabwe",48.451,1952
"1694","Africa","Zimbabwe",50.469,1957
"1695","Africa","Zimbabwe",52.358,1962
"1696","Africa","Zimbabwe",53.995,1967
"1697","Africa","Zimbabwe",55.635,1972
"1698","Africa","Zimbabwe",57.674,1977
"1699","Africa","Zimbabwe",60.363,1982
"1700","Africa","Zimbabwe",62.351,1987
"1701","Africa","Zimbabwe",60.377,1992
"1702","Africa","Zimbabwe",46.809,1997
"1703","Africa","Zimbabwe",39.989,2002
"1704","Africa","Zimbabwe",43.487,2007
